verify_relationship,chemical_name,disease_name,pmid,relationship_info
yes_direct,Nitrofurantoins,anophthalmia,19884587,nitrofurantoins associated anophthalmia microphthalmos aor  ci hypoplastic left heart syndrome aor  ci atrial septal defects aor  ci cleft lip cleft palate aor  ci nitrofurantoins cause anophthalmia
no_relation,metamizol,chronic pain,12063090,findings show significant interaction morphine metamizol chronically treated rats suggesting combination could useful treatment chronic pain metamizol said useful treating chronic pain
yes_indirect,kainic acid,hippocampal injury,12757899,estrogens protect ovariectomized rats hippocampal injury induced kainic acid induced status epilepticus sefollows chemicalinduced disease caused highlighted disease format correct answer kainic acidinduced status epilepticus causes hippocampal injury
yes_direct,methylprednisolone,"nausea, vomiting",17466854,conclusions administration methylprednisolone gentamicin posterior subtenons space related high incidence side effects including nausea vomiting headachemethylprednisolone causes nausea vomiting side effect
yes_direct,carbamazepine,renal failure,2522601,report patient hypersensitivity carbamazepine presented generalized erythroderma severe leukemoid reaction eosinophilia hyponatremia renal failure carbamazepine caused many diseases patientpatient hypersensitivity
yes_direct,alendronate,proteinuria,18754075,massive proteinuria acute renal failure oral bisphosphonate alendronate administration patient focal segmental glomerulosclerosispatient developed proteinuria taking alendronate
yes_direct,ceftriaxone,hepatitis,9625142,acute hepatitis autoimmune hemolytic anemia erythroblastocytopenia induced ceftriaxone induced means caused
no_relation,nitrendipine,renovascular hypertension,1639466,effect week treatment calcium channel blocker nitrendipine angiotensin converting enzyme inhibitor enalapril blood pressure albuminuria renal hemodynamics morphology nonclipped kidney studied rats twokidney one clip renovascular hypertension sentence gives conclusion regarding result study
no_relation,vinorelbine,nonsmall cell lung carcinoma,10526274,gemcitabine plus vinorelbine nonsmall cell lung carcinoma patients age years older patients cannot receive cisplatin oncopaz cooperative groupsentence says vinorelbine used patients lung carcinoma say whether vinorelbine treating causing cancer
yes_direct,fentanyl,retention of urine,11581460,bladder retention urine result continuous intravenous infusion fentanyl  case reportsusing fentanyl caused retention urine
yes_direct,MDMA,impaired social and emotional judgement processes,16574712,mdma polydrug users show processspecific central executive impairments coupled impaired social emotional judgement processes people take mdma drugs develop impaired social emotional judgement processes
yes_direct,Levodopa,dystonia,12691807,levodopa induced oromandibular dystonia progressive supranuclear palsynan
yes_direct,mepivacaine,muscle damage,4038130,addition muscle damage severe damage also seen harderian glands especially exposure mepivacaine lidocaine plus epinephrinenan
yes_direct,erythromycin,Prolongation of QT interval,9545159,prolongation qt interval torsades de pointes sudden cardiac death reported concomitant administration erythromycin azole antifungal agents cypa inhibitorsnan
yes_direct,carbachol,tremor,6892185,apparent calcium chloride dissociate vocalization fighting autonomic motor phenomena mydriasis tremor clonictonic convulsions caused carbachol eserinenan
yes_direct,pravastatin,inflammatory myopathy,7604176,case acute inflammatory myopathy associated use pravastatin new hydrophilic hydroxy methylglutaril coenzyme reductase inhibitor reportednan
yes_direct,calcium carbon-ate,nephrolithiasis,625456,one case acute hypercalcaemia two recurrent nephrolithiasis reported patients regularly consumed large amounts calcium carbonate sodium bicarbonate powders yearsnan
yes_direct,adriamycin,acute myeloblastic leukemia,6769133, monkeys developed acute myeloblastic leukemia receiving mgm adriamycin th monkey alive well months last dose drugnan
yes_direct,bromocriptine,psychosis,3686155,two multigravida patients prior psychiatric history seen postpartum psychosis received bromocriptine inhibition lactationnan
yes_direct,halothane,hepatitis,7647582,supports extends previous evidence mechanism enflurane andor isoflurane could produce hypersensitivity condition similar halothane hepatitis either alone subsequent halothane administrationnan
yes_direct,Cyclophosphamide,bladder tumor,8911359,conclusions cyclophosphamide associated bladder tumor aggressive diseasenan
yes_direct,methimazole,itching,14982270,yearold woman severe jaundice itching month receiving methimazole mg tid propranolol mg tid treatment hyperthyroidismnan
yes_direct,eserine,tremor,6892185,hand mydriasis tremor clonictonic convulsions evoked carbachol eserine significantly changed calcium chloridenan
yes_direct,PTU/propylthiouracil,vasculitis,16418614,diagnosis propylthiouracil ptu associated vasculitis made observation consistent clinical features detection elevated ana anca blood observed clinical resolution symptoms following withdrawal ptu nanthats nobrainer
yes_direct,epinephrine,myocardial ischemia,3413271,role epinephrine eliciting myocardial ischemia examined patients coronary artery diseasenan
yes_direct,Lamotrigine,myoclonus,16157917,lamotrigine associated exacerbation de novo myoclonus idiopathic generalized epilepsiesnan
yes_direct,caffeine,ventricular tachycardia,18997632,describe patient previous history cardiac disease arrhythmia developed sustained bigeminy brief runs ventricular tachycardia caffeine administrationnan
yes_direct,verapamil,hypotension,6127992,three patients ischaemic heart disease developed profound cardiac failure hypotension bradycardia combined therapy verapamil betaadrenergic blocking drugsnan
yes_direct,fluoxetine,adenomyosis,9098464,histological studies revealed cases adenomyosis within noncastrated group receiving fluoxetine nan
yes_direct,enalapril,decreased renal function,10539815,older age associated greater risk developing decreased renal function groups significantly enalapril group enalapril risk ratio rr per years confidence interval ci enalapril placebo rr  ci nan
yes_direct,sodium bicarbonate,hypercalcaemia,625456,one case acute hypercalcaemia two recurrent nephrolithiasis reported patients regularly consumed large amounts calcium carbonate sodium bicarbonate powders yearsnan
yes_direct,cirazoline,bradycardia,1355091,pressor bradycardia effects cirazoline abolished chronic prazosin treated shr  compared untreated shr nan
yes_direct,amikacin,nephrotoxicity,18356633,evaluate amikacin associated nephrotoxicity adult hematologyoncology population prospective randomized openlabel trial conducted universityaffiliated medical centernan
yes_direct,ouabain,arrhythmia,19721134,study designed evaluate effects pilocarpine explore underlying ionic mechanism using aconitineinduced rat ouabain induced guinea pig arrhythmia modelstwo animal models used study one rat model arrhythmia induced aconitine second guinea pig model induced ouabain
yes_direct,Pamidronate,hypocalcemia,16006300,pamidronate treatment associated considerable risk hypocalcemia even cases initially severe hypercalcemianan
yes_direct,ethambutol,Bilateral optic neuropathy,384871,bilateral optic neuropathy due combined ethambutol isoniazid treatmentnan
yes_direct,caffeine,ventricular tachycardia,18997632,case ventricular tachycardia related caffeine pretreatmentnan
no_relation,methotrexate,leukoencephalopathy,17682013,background transient leukoencephalopathy mimicking cerebrovascular accident described complication chemotherapy commonly recipients intrathecal methotrexate childhood leukaemianan
yes_direct,SCH 23390,catalepsy,1687392,agonist skf agonist quinpirole decreased catalepsy induced fluphenazine sch sulpiridenan
