boolean_relationship,relationship_info,pmid,chemical_name,disease_name
True,new agents possess unique toxicity profiles including immunerelated adverse events ipilimumab secondary cutaneous cancers reported vemurafenib usenan,23548648,vemurafenib,cancers
True,management diabetes mellitus occurring treatment olanzapine report six cases clinical implicationsnan,15107197,olanzapine,diabetes mellitus
False,human colon cancer ht fibrosarcoma ht stomach cancer mkn cells cultured absence glucose presence glucose uprinducing chemical stressor nglycosylation inhibitor tunicamycin calcium ionophore hypoglycemia mimicking agent 2-deoxyglucose dgnan,15339968,calcium,hypoglycemia
False,patients jaundice promptly resolved therapy hyperthyroidism thyroid storm bilirubin levels decreased mgdl normal mgdl mgdlnan,15599331,bilirubin,hyperthyroidism
False,open randomised crossover study investigated effect single mg oral dose entacapone novel catecholomethyltransferase comt inhibitor pharmacokinetics metabolism levodopa carbidopa cardiovascular responses blood pressure pulse rate variation standard stimuli eight parkinsonian patientsnan,8112370,levodopa,parkinsonian
False,levels crash mrna significantly upregulated tumors compared normal breast tissues correlate lack estrogen receptor expression tumors nan,14654938,estrogen,tumors
False,pregabalin peripheral neuropathic pain results multicenter noncomparative openlabel study indian patientsnan,16939547,Pregabalin,neuropathic pain
True,neostigmine given intrathecally inhibits breakdown endogenous spinal neurotransmitter acetylcholine thereby inducing analgesia nan,23185923,Neostigmine,analgesia
True,thrombosis rare wellrecognized potential complication factor viii inhibitor bypass activity feiba infusionnan,15456478,FEIBA,Thrombosis
False,cpt-11 produced statistically significant tumor linesnan,8996518,CPT-11,tumor
False,tramadol weak opioid effects adrenergic serotonergic neurotransmission used treat cancer pain chronic non malignant pain nan,8766220,Tramadol,pain
True,twentyone consecutive cancer patients morphine induced delirium underwent opioid rotation fentanylnan,16043013,morphine,opioid rotation
False,patient rheumatoid arthritis developed lifethreatening pancytopenia resulting low dose oral methotrexate mtx toxicity potentiated probenecid nan,2066953,probenecid,rheumatoid arthritis
True,hypomania like syndrome induced olanzapine nanhypomanialike syndrome hypomania,10565806,olanzapine,Hypomania
False,characteristics nephropaths identified existing screening practice phase albuminuria  mgl three separate urine samples compared identified nurseled management program phase ii screening nephropathy based albuminto creatinine ratio single random urine specimennan,12766114,creatinine,nephropathy
True,results show key role gaba ar subunit dephosphorylation downregulation gabaergic synaptic transmission brain ischemia contributing neuronal death nan,24513087,GABA,neuronal death
True,cytotoxicity due exposure ndma partially inhibited antioxidants nacetylcysteine ascorbic acid butylated hydroxyanisole n-t-butyl-alpha-phenylnitrone potentiated upon glutathione depletionnan,9498284,NDMA,cytotoxicity
True,silicone commonly used cosmetic procedures owing presumed inertness yield serious sequelae including acute embolization pneumonitis nan,22288970,Silicone,pneumonitis
True,tacrine administered licl pretreated rats induces electrocorticographic seizures delayed hippocampal damage nan,19944736,Tacrine,hippocampal damage
False,chromosomal translocations tyrosine kinase abl gene chromosome may generate oncogenic kinases exhibiting constitutive tyrosine kinase activitynan,14987801,tyrosine,ABL
False,human osteosarcoma mg cells cultured tissue culture dish various ca concentrations evaluate effect ca concentration calcium depositionnan,16674304,calcium,Human osteosarcoma
True,addition oestrogens play important role breast cancer development oestrone sulphate es might main source active oestrogens breastnan,10823131,oestrogens,breast cancer
False,gatifloxacin moxifloxacin vitro susceptibility comparison levofloxacin ciprofloxacin ofloxacin using bacterial keratitis isolatesnan,12967804,ciprofloxacin,bacterial keratitis
False,contrary controls patients pcos characterized slightly lower levels fasting total free carnitine precursors derivativesnan,22999793,carnitine,PCOS
False,circulating cytokines procalcitonin acute fever granulomatous hepatitis poor response antibiotic shortcourse steroid therapy case reportnan,20594295,steroid,acute Q fever granulomatous hepatitis
True,conclusions isoflurane common anesthetic agent cause severe cholestatic hepatitis nan,11847945,Isoflurane,cholestatic hepatitis
False,combination diet exercise followed metformin early phase insulin resistance may reduce delay atherosclerosis arteriosclerosis complications associated diabetesnan,22399368,metformin,atherosclerosis
False,response subependymal giant cell astrocytoma spinal cord metastasis everolimus nan,24276039,everolimus,spinal cord metastasis
True,juvenile huntington disease exacerbated methylphenidate case reportnan,18658080,methylphenidate,Juvenile Huntington disease
True,report case hypotension bradycardia asystole intravenous administration highdose methylprednisolone yearold patient underwent electrocardiographic ecg monitoring throughout episodenan,10074612,methylprednisolone,asystole
False,calcium channel blockers ccbs attractive alternatives thiazides patients uncontrolled intolerant thiazides specific indications agents eg angina severe diastolic dysfunctionnan,1687447,thiazides,angina
False,recommended management infection consists drainage antimicrobial therapy tetracycline clindamycin fluoroquinolonenan,8852981,clindamycin,infection
True,retrospective observational cohort study cataract incidence conducted among users oral intranasal steroids identified united kingdombased general practice research database nested casecontrol analysis control confounding factorsnan,10808171,steroids,cataract
False,addition atp synthesis mitochondria key regulators calcium homeostasis free radical production steroid synthesis apoptosis factors could also associated essential mechanisms involved neurodegenerative diseases nan,22743330,ATP,neurodegenerative diseases
False,found abovementioned patient one diabetic kindreds history wernickes encephalopathy abnormal transketolase determined km tpp nan,3762968,TPP,Wernicke's encephalopathy
True,epothilones new class mti may associated grade peripheral neuropathy however neuropathy associated ixabepilone novel epothilone analog generally mild moderate reversible baseline grade levelsnan,18567992,epothilone B,neuropathy
True,mucosal defects found  users buffered aspirin ba whereas  users eca mucosal defects nan,18779739,aspirin,mucosal defects
True,importantly ectopic expression mkp effectively attenuated cisplatin induced jnk activation cytotoxicity nan,24675421,cisplatin,cytotoxicity
True,addition compounds  exhibited inhibitory effects skintumor promotion vivo twostage mouse skin carcinogenesis test based dimethylbenzaanthracene dmba initiator tpa promoternan,22344919,TPA,skin-tumor promotion
True,prolongation qt interval torsades de pointes sudden cardiac death reported concomitant administration erythromycin azole antifungal agents cypa inhibitorsnan,9545159,azole,sudden cardiac death
False,pyridoxine dependent seizures pds rare disorder characterized seizures resistant anticonvulsants controlled daily pharmacologic doses pyridoxine nan,21733724,Pyridoxine,seizures
False,tumor tonormal tissue uptake ratios tn derived spect images related estrogen receptor er progesterone receptor pr statusnan,11752079,progesterone,Tumor
False,describe case cogans syndrome neurological involvement early treatment combination therapy prednisolone cyclosporin failed bring ear inflammation controlnan,10464564,cyclosporin,Cogan's syndrome
True,yearold man treated oxacillin one week staphylococcus aureus bacteremia developed renal failure diffuse symmetric palpable purpuric lesions feetnan,11337188,oxacillin,renal failure
True,describe patient previous history cardiac disease arrhythmia developed sustained bigeminy brief runs ventricular tachycardia caffeine administrationnan,18997632,caffeine,ventricular tachycardia
False,parent education programmes address crf practicesperceptions tailored parent group improve ca intake early adolescent childrennan,21729479,Ca,CRF
